PPPS,R
PSPS,P
PSPR,R
PRPS,R
PSPS,R
PSPS,P
PSPR,R
PRPS,P
PSPR,R
PRPS,R
PSPS,P
PSPR,P
PRPR,R
PRPS,R
PSPS,R
PSPS,R
PSPS,R
PSPS,R
PSPS,R
PSPS,R
PSPS,P
PSPR,R
PRPS,R
PSPS,R
PSPS,R
PSPS,R
PSPS,P
PSPR,R
PRPS,P
PSPR,S
PRPP,R
PPPS,P
PSPR,R
PRPS,R
PSPS,R
PSPS,S
PSPP,R
PPPS,R
PSPS,P
PSPR,R
PRPS,S
PSPP,P
PPPR,R
PRPS,R
PSPS,R
PSPS,P
PSPR,R
PRPS,P
PSPR,P
PRPR,P
PRPR,R
PRPS,R
PSPS,R
PSPS,R
PSPS,R
PSPS,P
PSPR,R
PRPS,P
PSPR,R
PRPS,P
PSPR,R
PRPS,R
PSPS,S
PSPP,R
PPPS,R
PSPS,S
PSPP,R
PPPS,R
PSPS,R
PSPS,R
PSPS,R
PSPS,S
PSPP,R
PPPS,P
PSPR,R
PRPS,P
PSPR,R
PRPS,R
PSPS,S
PSPP,R
PPPS,S
PSPP,R
PPPS,R
PSPS,R
PSPS,S
PSPP,R
PPPS,R
PSPS,R
PSPS,R
PSRS,P
RSRR,P
RRRR,R
RRPS,R
PSRS,P
RSRR,R
RRRS,S
RSRP,R
RPRS,P
RSRR,R
RRRS,P
RSRR,R
RRRS,S
RSRP,R
RPRS,R
RSRS,R
RSRS,R
RSRS,R
RSRS,S
RSRP,R
RPRS,R
RSRS,S
RSRP,R
RPRS,R
RSRS,R
RSRS,P
RSRR,R
RRRS,R
RSRS,S
RSRP,S
RPRP,R
RPRS,R
RSRS,R
RSRS,P
RSRR,S
RRRP,R
RPRS,S
RSRP,R
RPRS,P
RSRR,R
RRRS,P
RSRR,R
RRRS,R
RSRS,S
RSRP,S
RPRP,R
RPRS,S
RSRP,P
RPRR,S
RRRP,R
RPRS,P
RSRR,R
RRRS,R
RSRS,P
RSRR,R
RRRS,R
RSRS,R
RSRS,S
RSRP,R
RPRS,R
RSRS,P
RSRR,R
RRRS,P
RSRR,P
RRRR,R
RRRS,S
RSRP,P
RPRR,R
RRRS,P
RSRR,R
RRRS,S
RSRP,R
RPRS,P
RSRR,S
RRRP,R
RPRS,R
RSRS,S
RSRP,P
RPRR,S
RRRP,R
RPRS,S
RSRP,S
RPRP,R
RPRS,R
RSRS,R
RSRS,P
RSRR,S
RRRP,S
RPRP,R
RPRS,S
RSRP,S
RPRP,S
RPRP,R
RPRS,R
RSRS,P
RSRR,P
RRRR,S
RRRP,R
RPRS,R
RSRS,R
RSRS,S
RSRP,P
RPRR,P
RRRR,P
RRRR,R
RRRS,R
RSRS,P
RSRR,S
RRRP,R
RPRS,S
RSRP,P
RPRR,R
RRRS,S
RSRP,S
RPRP,P
RPRR,S
RRRP,P
RPRR,S
RRRP,R
RPRS,R
RSRS,R
RSRS,S
RSRP,R
RPRS,P
RSRR,S
RRRP,R
RPRS,S
RSRP,S
RPRP,P
RPRR,R
RRRS,S
RSRP,S
RPRP,S
RPRP,R
RPRS,S
RSRP,R
RPRS,S
RSRP,S
RPRP,R
RPRS,R
RSRS,P
RSRR,R
RRRS,S
RSRP,P
RPRR,R
RRRS,R
RSRS,R
RSRS,S
RSRP,R
RPRS,R
RSRS,S
RSRP,P
RPRR,R
RRRS,R
RSRS,P
RSRR,R
RRRS,R
RSRS,P
RSRR,R
RRRS,P
RSRR,S
RRRP,P
RPRR,R
RRRS,P
RSRR,R
RRRS,S
RSRP,R
RPRS,S
RSRP,R
RPRS,R
RSRS,P
RSRR,P
RRRR,S
RRRP,S
RPRP,S
RPRP,R
RPRS,S
RSRP,P
RPRR,S
RRRP,S
RPRP,S
RPRP,P
RPRR,S
RRRP,S
RPRP,S
RPRP,R
RPRS,S
RSRP,R
RPRS,P
RSRR,P
RRRR,R
RRRS,S
RSRP,R
RPRS,R
RSRS,P
RSRR,R
RRRS,S
RSRP,P
RPRR,R
RRRS,R
RSRS,R
RSRS,S
RSRP,R
RPRS,S
RSRP,S
RPRP,S
RPRP,R
RPRS,S
RSRP,S
RPRP,R
RPRS,R
RSRS,R
RSRS,R
RSRS,R
RSRS,S
RSRP,S
RPRP,S
RPRP,S
RPRP,R
RPRS,R
RSRS,P
RSRR,S
RRRP,R
RPRS,S
RSRP,R
RPRS,S
RSRP,R
RPRS,S
RSRP,S
RPRP,P
RPRR,P
RRRR,R
RRRS,R
RSRS,P
RSRR,S
RRRP,S
RPRP,R
RPRS,R
RSRS,R
RSRS,S
RSRP,S
RPRP,R
RPRS,S
RSRP,R
RPRS,R
RSRS,S
RSRP,S
RPRP,P
RPRR,S
RRRP,P
RPRR,S
RRRP,P
RPRR,S
RRRP,R
RPRS,R
RSRS,R
RSRS,R
RSRS,S
RSRP,R
RPRS,S
RSRP,P
RPRR,S
RRRP,R
RPRS,P
RSRR,S
RRRP,R
RPRS,R
RSRS,S
RSRP,P
RPRR,S
RRRP,R
RPRS,P
RSRR,R
RRRS,R
RSRS,R
RSRS,S
RSRP,P
RPRR,S
RRRP,S
RPRP,R
RPRS,R
RSRS,P
RSRR,R
RRRS,S
RSRP,R
RPRS,S
RSRP,S
RPRP,R
RPRS,S
RSRP,P
RPRR,S
RRRP,R
RPRS,R
RSRS,R
RSRS,R
RSRS,S
RSRP,S
RPRP,R
RPRS,R
RSRS,R
RSRS,S
RSRP,S
RPRP,R
RPRS,S
RSRP,S
RPRP,S
RPRP,P
RPRR,S
RRRP,S
RPRP,S
RPRP,S
RPRP,S
RPRP,P
RPRR,S
RRRP,S
RPRP,P
RPRR,R
RRRS,P
RSRR,P
RRRR,S
RRRP,S
RPRP,R
RPRS,R
RSRS,S
RSRP,S
RPRP,P
RPRR,S
RRRP,R
RPRS,R
RSRS,S
RSRP,S
RPRP,S
RPRP,S
RPRP,P
RPRR,S
RRRP,S
RPRP,R
RPRS,R
RSRS,R
RSRS,P
RSRR,S
RRRP,R
RPRS,S
RSRP,P
RPRR,R
RRRS,S
RSRP,S
RPRP,S
RPRP,S
RPRP,R
RPRS,S
RSRP,S
RPRP,R
RPRS,R
RSRS,P
RSRR,S
RRRP,R
RPRS,S
RSRP,S
RPRP,R
RPRS,R
RSRS,R
RSRS,S
RSRP,S
RPRP,P
RPRR,P
RRRR,R
RRRS,R
RSRS,R
RSRS,S
RSRP,P
RPRR,P
RRRR,R
RRRS,S
RSRP,R
RPRS,P
RSRR,S
RRRP,S
RPRP,R
RPRS,S
RSRP,R
RPRS,S
RSRP,S
RPRP,P
RPRR,S
RRRP,R
RPRS,S
RSRP,S
RPRP,R
RPRS,S
RSRP,P
RPRR,S
RRRP,R
RPRS,R
RSRS,R
RSRS,S
RSRP,S
RPRP,S
RPRP,P
RPRR,P
RRRR,S
RRRP,R
RPRS,S
RSRP,P
RPRR,P
RRRR,S
RRRP,R
RPRS,S
RSRP,P
RPRR,R
RRRS,S
RSRP,S
RPRP,R
RPRS,R
RSRS,S
RSRP,R
RPRS,P
RSRR,R
RRRS,S
RSRP,P
RPRR,S
RRRP,S
RPRP,S
RPRP,S
RPRP,R
RPRS,S
RSRP,S
RPRP,S
RPRP,S
RPRP,S
RPRP,R
RPRS,R
RSRS,P
RSRR,P
RRRR,S
RRRP,S
RPRP,S
RPRP,S
RPRP,P
RPRR,R
RRRS,R
RSRS,S
RSRP,S
RPRP,S
RPRP,S
RPRP,S
RPRP,S
RPRP,S
RPRP,R
RPRS,P
RSRR,S
RRRP,P
RPRR,S
RRRP,S
RPRP,S
RPRP,R
RPRS,S
RSRP,P
RPRR,S
RRRP,R
RPRS,S
RSRP,P
RPRR,P
RRRR,S
RRRP,S
RPRP,S
RPRP,S
RPRP,R
RPRS,S
RSRP,S
RPRP,S
RPRP,R
RPRS,S
RSRP,R
RPRS,S
RSRP,S
RPRP,R
RPRS,S
RSRP,R
RPRS,R
RSRS,S
RSRP,S
RPRP,S
RPRP,R
RPRS,S
RSRP,S
RPRP,S
RPRP,S
RPRP,S
RPRP,P
RPRR,R
RRRS,S
RSRP,R
RPRS,S
RSRP,S
RPRP,S
RPRP,R
RPRS,R
RSRS,S
RSRP,S
RPRP,S
RPRP,R
RPRS,S
RSRP,R
RPRS,R
RSRS,S
RSRP,S
RPRP,S
RPRP,S
RPRP,S
RPRP,S
RPRP,S
RPRP,S
RPRP,S
RPRP,R
RPRS,S
RSRP,R
RPRS,S
RSRP,S
RPRP,R
RPRS,R
RSRS,P
RSRR,S
RRRP,P
RPRR,S
RRRP,R
RPRS,S
RSRP,S
RPRP,S
RPRP,S
RPRP,R
RPRS,S
RSRP,P
RPRR,P
RRRR,S
RRRP,P
RPRR,S
RRRP,S
RPRP,P
RPRR,S
RRRP,S
RPRP,S
RPRP,R
RPRS,S
RSRP,S
RPRP,S
RPRP,S
RPRP,R
RPRS,R
RSRS,S
RSRP,S
RPRP,S
RPRP,S
RPRP,S
RPRP,S
RPRP,S
RPRP,S
RPRP,S
RPRP,P
RPRR,S
RRRP,P
RPSR,R
SRSS,R
SSRS,S
RSRP,R
RPRS,R
RSRS,S
RSRP,R
PRRS,R
RSRS,S
RSSP,S
SPPP,R
PPRS,S
RSRP,S
RPRP,S
RPPP,S
PPSP,S
SPRP,S
RPRP,S
RPSP,S
SPSP,S
SPSP,S
SPPP,S
PPSP,S
SPPP,S
PPSP,P
SPSR,P
SRSR,P
SRPR,P
PRSR,P
SRRR,P
RRSR,P
SRSR,P
SRSR,P
SRSR,P
SRSR,P
SRPR,P
PRPR,P
PRSR,P
SRPR,P
PRPR,P
PRPR,P
PRSR,P
SRPR,P
PRPR,P
PRPR,P
PRSR,P
SRPR,P
PRSR,P
SRPR,P
PRSR,P
SRPR,P
PRSR,P
SRRR,P
RRSR,P
SRRR,P
RRPR,P
PRPR,P
PRPR,P
PRPR,P
PRPR,P
PRPR,R
PRPS,R
PSPS,R
PSPS,R
PSPS,R
PSRS,R
RSPS,R
PSPS,R
PSPS,R
PSSS,R
SSPS,R
PSSS,R
SSRS,R
RSSS,R
SSPS,R
PSSS,R
SSPS,R
PSRS,R
RSPS,R
PSPS,R
PSRS,R
RSSS,R
SSSS,R
SSSS,R
SSRS,R
RSPS,R
PSPS,R
PSPS,R
PSPS,R
PSPS,R
PSRS,R
RSPS,R
PSPS,R
PSRS,R
RSSS,R
SSRS,R
RSRS,R
RSRS,R
RSRS,R
RSRS,R
RSSS,R
SSRS,R
RSRS,R
RSPS,R
PSSS,R
SSPS,R
PSPS,R
PSRS,R
RSPS,R
PSPS,R
PSRS,R
RSPS,R
PSPS,R
PSRS,R
RSRS,R
RSSS,R
SSPS,R
PSRS,R
RSPS,R
PSRS,R
RSPS,R
PSSS,R
SSRS,R
RSPS,R
PSRS,R
RSRS,R
RSRS,R
RSSS,R
SSPS,R
PSPS,R
PSRS,R
RSRS,R
RSRS,R
RSRS,R
RSPS,R
PSPS,R
PSRS,R
RSRS,R
RSPS,R
PSRS,R
RSSS,R
SSRS,R
RSPS,R
PSRS,R
RSSS,R
SSRS,R
RSPS,R
PSRS,R
RSRS,R
RSRS,R
RSRS,R
RSSS,R
SSRS,R
RSRS,R
RSRS,R
RSRS,R
RSSS,R
SSRS,R
RSRS,R
RSPS,R
PSPS,R
PSRS,R
RSRS,R
RSRS,R
RSRS,R
RSSS,R
SSRS,R
RSRS,R
RSPS,R
PSRS,R
RSRS,R
RSRS,R
RSRS,S
RSPP,R
PPPS,R
PSRS,R
RSPS,R
PSPS,R
PSRS,R
RSRS,R
RSRS,S
RSRP,S
RPRP,S
RPRP,S
RPRP,S
RPRP,S
RPPP,S
PPRP,S
RPSP,S
SPRP,S
RPPP,S
PPSP,S
SPRP,S
RPSP,S
SPRP,S
RPSP,S
SPSP,S
SPPP,S
PPRP,S
RPRP,S
RPPP,S
PPSP,S
SPRP,S
RPPP,S
PPPP,S
PPRP,S
RPPP,S
PPPP,S
PPSP,S
SPRP,S
RPPP,S
PPRP,S
RPRP,S
RPRP,S
RPSP,S
SPRP,S
RPRP,S
RPSP,S
SPSP,S
SPRP,S
RPSP,S
SPPP,S
PPSP,S
SPPP,S
PPSP,S
SPPP,S
PPSP,S
SPRP,S
RPRP,S
RPRP,S
RPRP,S
RPPP,S
PPPP,S
PPRP,S
RPRP,S
RPRP,S
RPRP,S
RPSP,S
SPRP,S
RPPP,S
PPRP,S
RPPP,S
PPRP,S
RPRP,S
RPPP,S
PPSP,S
SPRP,S
RPPP,S
PPSP,S
SPRP,S
RPPP,S
PPSP,S
SPRP,S
RPSP,S
SPRP,S
RPSP,S
SPPP,S
PPRP,S
RPRP,S
RPRP,S
RPSP,S
SPSP,S
SPPP,S
PPRP,S
RPRP,S
RPRP,S
RPPP,S
PPPP,S
PPSP,S
SPRP,S
RPPP,S
PPPP,S
PPPP,S
PPSP,S
SPPP,S
PPRP,S
RPSP,S
SPSP,S
SPPP,S
PPRP,S
RPSP,S
SPSP,S
SPPP,S
PPSP,S
SPRP,S
RPRP,S
RPSP,S
SPRP,S
RPRP,S
RPPP,S
PPSP,S
SPRP,S
RPSP,S
SPPP,S
PPRP,S
RPSP,S
SPRP,S
RPRP,S
RPRP,S
RPRP,S
RPSP,S
SPSP,S
SPSP,S
SPRP,S
RPSP,S
SPRP,S
RPSP,S
SPRP,S
RPSP,S
SPSP,S
SPSP,S
SPRP,S
RPSP,S
SPRP,S
RPRP,S
RPSP,S
SPRP,S
RPSP,S
SPRP,S
RPRP,S
RPRP,S
RPSP,S
SPSP,S
SPRP,S
RPRP,S
RPSP,S
SPRP,S
RPSP,S
SPSP,S
SPRP,S
RPSP,S
SPSP,S
SPSP,S
SPPP,S
PPSP,S
SPSP,S
SPSP,S
SPPP,S
PPSP,S
SPRP,S
RPRP,S
RPSP,S
SPRP,S
RPPP,S
PPSP,S
SPSP,S
SPSP,S
SPPP,S
PPSP,S
SPSP,S
SPRP,S
RPSP,S
SPSP,S
SPSP,S
SPRP,S
RPSP,S
SPRP,S
RPSP,S
SPSP,S
SPRP,S
RPRP,S
RPSP,S
SPSP,S
SPSP,S
SPSP,S
SPSP,S
SPSP,S
SPSP,S
SPSP,S
SPRP,S
RPSP,S
SPSP,S
SPSP,S
SPSP,S
SPSP,S
SPRP,S
RPSP,S
SPRP,S
RPPP,S
PPSP,S
SPRP,S
RPSP,S
SPSP,S
SPSP,S
SPPP,S
PPSP,S
SPSP,S
SPRP,S
RPSP,S
SPPP,S
PPRP,S
RPSP,S
SPSP,S
SPSP,S
SPRP,S
RPSP,S
SPRP,S
RPRP,S
RPRP,S
RPSP,S
SPSP,S
SPSP,S
SPSP,S
SPSP,S
SPRP,S
RPSP,S
SPRP,S
RPSP,S
SPRP,S
RPSP,S
SPSP,S
SPPP,S
PPSP,S
SPSP,S
SPPP,S
PPSP,S
SPSP,S
SPSP,S
SPSP,S
SPSP,S
SPPP,S
PPSP,S
SPRP,S
RPSP,S
SPRP,S
RPSP,S
SPSP,S
SPPP,S
PPSP,S
SPPP,S
PPSP,S
SPSP,S
SPSP,S
SPPP,S
PPSP,S
SPSP,S
SPSP,P
SPSR,P
SRRR,P
RRRR,S
RRSP,P
SPSR,P
SRRR,P
RRSR,P
SRPR,P
PRSR,P
SRRR,P
RRSR,P
SRRR,P
RRSR,P
SRPR,P
PRSR,P
SRSR,P
SRSR,P
SRSR,P
SRSR,P
SRPR,P
PRSR,P
SRSR,P
SRPR,P
PRSR,P
SRSR,P
SRSR,P
SRRR,P
RRSR,P
SRSR,P
SRPR,P
PRPR,P
PRSR,P
SRSR,P
SRSR,P
SRRR,P
RRPR,P
PRSR,P
SRPR,P
PRSR,P
SRRR,P
RRSR,P
SRRR,P
RRSR,P
SRSR,P
SRPR,P
PRPR,P
PRSR,P
SRPR,P
PRRR,P
RRPR,P
PRSR,P
SRRR,P
RRSR,P
SRSR,P
SRRR,P
RRSR,P
SRSR,P
SRSR,P
SRPR,P
PRSR,P
SRSR,P
SRRR,P
RRSR,P
SRRR,P
RRRR,P
RRSR,P
SRPR,P
PRRR,P
RRSR,P
SRRR,P
RRSR,P
SRPR,P
PRSR,P
SRRR,P
RRPR,P
PRSR,P
SRSR,P
SRPR,P
PRRR,P
RRPR,P
PRSR,P
SRPR,P
PRPR,P
PRSR,P
SRSR,P
SRSR,P
SRRR,P
RRPR,P
PRPR,P
PRSR,P
SRPR,P
PRPR,P
PRPR,P
PRSR,P
SRSR,P
SRRR,P
RRRR,P
RRPR,P
PRSR,P
SRSR,P
SRSR,P
SRPR,P
PRRR,P
RRRR,P
RRRR,P
RRSR,P
SRSR,P
SRRR,P
RRPR,P
PRSR,P
SRPR,P
PRRR,P
RRSR,P
SRPR,P
PRPR,P
PRRR,P
RRPR,P
PRRR,P
RRPR,P
PRSR,P
SRSR,P
SRSR,P
SRPR,P
PRSR,P
SRRR,P
RRPR,P
PRSR,P
SRPR,P
PRPR,P
PRRR,P
RRSR,P
SRPR,P
PRPR,P
PRPR,P
PRSR,P
SRPR,P
PRSR,P
SRPR,P
PRPR,P
PRSR,P
SRSR,P
SRRR,P
RRSR,P
SRPR,P
PRRR,P
RRSR,P
SRSR,P
SRSR,P
SRPR,P
PRSR,P
SRSR,P
SRPR,P
PRRR,P
RRSR,P
SRSR,P
SRRR,P
RRSR,P
SRSR,P
SRRR,P
RRSR,P
SRRR,P
RRPR,P
PRRR,P
RRSR,P
SRRR,P
RRSR,P
SRPR,P
PRSR,P
SRPR,P
PRSR,P
SRSR,P
SRRR,P
RRRR,P
RRPR,P
PRPR,P
PRPR,P
PRSR,P
SRPR,P
PRRR,P
RRPR,P
PRPR,P
PRPR,P
PRRR,P
RRPR,P
PRPR,P
PRPR,P
PRSR,P
SRPR,P
PRSR,P
SRRR,P
RRRR,P
RRSR,P
SRPR,P
PRSR,P
SRSR,P
SRRR,P
RRSR,P
SRPR,P
PRRR,P
RRSR,P
SRSR,P
SRSR,P
SRPR,P
PRSR,P
SRPR,P
PRPR,P
PRPR,P
PRSR,P
SRPR,P
PRPR,P
PRSR,P
SRSR,P
SRSR,P
SRSR,P
SRSR,P
SRPR,P
PRPR,P
PRPR,P
PRPR,P
PRSR,P
SRSR,P
SRRR,P
RRPR,P
PRSR,P
SRPR,P
PRSR,P
SRPR,P
PRSR,P
SRPR,P
PRPR,P
PRRR,P
RRRR,P
RRSR,P
SRSR,P
SRRR,P
RRPR,P
PRPR,P
PRSR,P
SRSR,P
SRSR,P
SRPR,P
PRPR,P
PRSR,P
SRPR,P
PRSR,P
SRSR,P
SRPR,P
PRPR,P
PRRR,P
RRPR,P
PRRR,P
RRPR,P
PRRR,P
RRPR,P
PRSR,P
SRSR,P
SRSR,P
SRSR,P
SRPR,P
PRSR,P
SRPR,P
PRRR,P
RRPR,P
PRSR,P
SRRR,P
RRPR,P
PRSR,P
SRSR,P
SRPR,P
PRRR,P
RRPR,P
PRSR,P
SRRR,P
RRSR,P
SRSR,P
SRSR,P
SRPR,P
PRRR,P
RRPR,P
PRPR,P
PRSR,P
SRSR,P
SRRR,P
RRSR,P
SRPR,P
PRSR,P
SRPR,P
PRPR,P
PRSR,P
SRPR,P
PRRR,P
RRPR,P
PRSR,P
SRSR,P
SRSR,P
SRSR,P
SRPR,P
PRPR,P
PRSR,P
SRSR,P
SRSR,P
SRPR,P
PRPR,P
PRSR,P
SRPR,P
PRPR,P
PRPR,P
PRRR,P
RRPR,P
PRPR,P
PRPR,P
PRPR,P
PRPR,P
PRRR,P
RRPR,P
PRPR,P
PRRR,P
RRSR,P
SRRR,P
RRRR,P
RRPR,P
PRPR,P
PRSR,P
SRSR,P
SRPR,P
PRPR,P
PRRR,P
RRPR,P
PRSR,P
SRSR,P
SRPR,P
PRPR,P
PRPR,P
PRPR,P
PRRR,P
RRPR,P
PRPR,P
PRSR,P
SRSR,P
SRSR,P
SRRR,P
RRPR,P
PRSR,P
SRPR,P
PRRR,P
RRSR,P
SRPR,P
PRPR,P
PRPR,P
PRPR,P
PRSR,P
SRPR,P
PRPR,P
PRSR,P
SRSR,P
SRRR,P
RRPR,P
PRSR,P
SRPR,P
PRPR,P
PRSR,P
SRSR,P
SRSR,P
SRPR,P
PRPR,P
PRRR,P
RRRR,P
RRSR,P
SRSR,P
SRSR,P
SRPR,P
PRRR,P
RRRR,P
RRSR,P
SRPR,P
PRSR,P
SRRR,P
RRPR,P
PRPR,P
PRSR,P
SRPR,P
PRSR,P
SRPR,P
PRPR,P
PRRR,P
RRPR,P
PRSR,P
SRPR,P
PRPR,P
PRSR,P
SRPR,P
PRRR,P
RRPR,P
PRSR,P
SRSR,P
SRSR,P
SRPR,P
PRPR,P
PRPR,P
PRRR,P
RRRR,P
RRPR,P
PRSR,P
SRPR,P
PRRR,P
RRRR,P
RRPR,P
PRSR,P
SRPR,P
PRRR,P
RRSR,P
SRPR,P
PRPR,P
PRSR,P
SRSR,P
SRPR,P
PRSR,P
SRRR,P
RRSR,P
SRPR,P
PRRR,P
RRPR,P
PRPR,P
PRPR,P
PRPR,P
PRSR,P
SRPR,P
PRPR,P
PRPR,P
PRPR,P
PRPR,P
PRSR,P
SRSR,P
SRRR,P
RRRR,P
RRPR,P
PRPR,P
PRPR,P
PRPR,P
PRRR,P
RRSR,P
SRSR,P
SRPR,P
PRPR,P
PRPR,P
PRPR,P
PRPR,P
PRPR,P
PRPR,P
PRSR,P
SRRR,P
RRPR,P
PRRR,P
RRPR,P
PRPR,P
PRPR,P
PRSR,P
SRPR,P
PRRR,P
RRPR,P
PRSR,P
SRPR,P
PRRR,P
RRRR,P
RRPR,P
PRPR,P
PRPR,P
PRPR,P
PRSR,P
SRPR,P
PRPR,P
PRPR,P
PRSR,P
SRPR,P
PRSR,P
SRPR,P
PRPR,P
PRSR,P
SRPR,P
PRSR,P
SRSR,P
SRPR,P
PRPR,P
PRPR,P
PRSR,P
SRPR,P
PRPR,P
PRPR,P
PRPR,P
PRPR,P
PRRR,P
RRSR,P
SRPR,P
PRSR,P
SRPR,P
PRPR,P
PRPR,P
PRSR,P
SRSR,P
SRPR,P
PRPR,P
PRPR,P
PRSR,P
SRPR,P
PRSR,P
SRSR,P
SRPR,P
PRPR,P
PRPR,P
PRPR,P
PRPR,P
PRPR,P
PRPR,P
PRPR,P
PRPR,P
PRSR,P
SRPR,P
PRSR,P
SRPR,P
PRPR,P
PRSR,P
SRSR,P
SRRR,P
RRPR,P
PRRR,P
RRPR,P
PRSR,P
SRPR,P
PRPR,P
PRPR,P
PRPR,P
PRSR,P
SRPR,P
PRRR,P
RRRR,P
RRPR,P
PRRR,P
RRPR,P
PRPR,P
PRRR,P
RRPR,P
PRPR,P
PRPR,P
PRSR,P
SRPR,P
PRPR,P
PRPR,P
PRPR,P
PRSR,P
SRSR,P
SRPR,P
PRPR,P
PRPR,P
PRPR,P
PRPR,P
PRPR,P
PRPR,P
PRPR,P
PRPR,P
PRRR,P
RRPR,R
PRRS,R
RSSS,P
SSSR,P
SRPR,P
PRSR,P
SRSR,P
SRPR,P
RSRP,S
RPRP,S
RPSP,P
SPSR,P
